GENE	mhat	thetahat	sample	ahat	bhat	bestmod	phet	pierr	tot	serr	true_status	piescape	aescape	bescape	AD_hap1	ANNO	CHROM	gender	AD_hap2
gene_test_63	0.25	150	sample20	38	112	BB			76	0	test_escape	0.5	75	75	38	gene_test_63	X	female	38
gene_test_63	0.1	500	sample21	50.8	449.2	BB			76	0	test_escape	0.5	250	250	36	gene_test_63	X	female	40
gene_test_63	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.4	200	300	30	gene_test_63	X	female	46
gene_test_63	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.4	200	300	26	gene_test_63	X	female	50
gene_test_63	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.5	250	250	39	gene_test_63	X	female	37
gene_test_63	0.1	500	sample25	50.8	449.2	BB			76	0	test_escape	0.5	250	250	32	gene_test_63	X	female	44
gene_test_63	0.1	500	sample26	50.8	449.2	BB			76	0	test_escape	0.5	250	250	44	gene_test_63	X	female	32
gene_test_63	0.1	500	sample27	50.8	449.2	BB			76	0	test_escape	0.4	200	300	26	gene_test_63	X	female	50
gene_test_63	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.5	250	250	47	gene_test_63	X	female	29
gene_test_63	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.5	250	250	44	gene_test_63	X	female	32
gene_test_63	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	76	0	test_escape	0.4	200	300	30	gene_test_63	X	female	46
gene_test_63	0.25	500	sample31	125.5	374.5	BB			76	0	test_escape	0.5	250	250	34	gene_test_63	X	female	42
gene_test_63	0.25	500	sample32	125.5	374.5	BB			76	0	test_escape	0.5	250	250	38	gene_test_63	X	female	38
gene_test_63	0.25	500	sample33	125.5	374.5	BB			76	0	test_escape	0.4	200	300	36	gene_test_63	X	female	40
gene_test_63	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	76	0	test_escape	0.5	250	250	41	gene_test_63	X	female	35
gene_test_63	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	76	0	test_escape	0.5	250	250	47	gene_test_63	X	female	29
gene_test_63	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	76	0	test_escape	0.5	250	250	41	gene_test_63	X	female	35
gene_test_63	0.25	500	sample37	125.5	374.5	BB			76	0	test_escape	0.5	250	250	33	gene_test_63	X	female	43
gene_test_63	0.25	500	sample38	125.5	374.5	BB			76	0	test_escape	0.4	200	300	28	gene_test_63	X	female	48
gene_test_63	0.25	500	sample39	125.5	374.5	BB			76	0	test_escape	0.5	250	250	38	gene_test_63	X	female	38
gene_test_63	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	76	0	test_escape	0.5	250	250	35	gene_test_63	X	female	41
gene_test_64	0.1	150	sample1	15.8	134.2	BB			26	0	test_escape	0.5	75	75	12	gene_test_64	X	female	14
gene_test_64	0.1	150	sample2	15.8	134.2	BB			26	0	test_escape	0.4	60	90	10	gene_test_64	X	female	16
gene_test_64	0.1	150	sample3	15.8	134.2	BB			26	0	test_escape	0.4	60	90	10	gene_test_64	X	female	16
gene_test_64	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	26	0	test_escape	0.4	60	90	8	gene_test_64	X	female	18
gene_test_64	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	26	0	test_escape	0.4	60	90	9	gene_test_64	X	female	17
gene_test_64	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	26	0	test_escape	0.5	75	75	17	gene_test_64	X	female	9
gene_test_64	0.1	150	sample7	15.8	134.2	BB			26	0	test_escape	0.5	75	75	13	gene_test_64	X	female	13
gene_test_64	0.1	150	sample8	15.8	134.2	BB			26	0	test_escape	0.4	60	90	7	gene_test_64	X	female	19
gene_test_64	0.1	150	sample9	15.8	134.2	BB			26	0	test_escape	0.4	60	90	9	gene_test_64	X	female	17
gene_test_64	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	26	0	test_escape	0.4	60	90	12	gene_test_64	X	female	14
gene_test_64	0.25	150	sample11	38	112	MM	0.9	0.01	26	0	test_escape	0.4	60	90	6	gene_test_64	X	female	20
gene_test_64	0.25	150	sample12	38	112	MM	0.9	0.01	26	0	test_escape	0.4	60	90	11	gene_test_64	X	female	15
gene_test_64	0.25	150	sample13	38	112	BB			26	0	test_escape	0.4	60	90	9	gene_test_64	X	female	17
gene_test_64	0.25	150	sample14	38	112	BB			26	0	test_escape	0.4	60	90	8	gene_test_64	X	female	18
gene_test_64	0.25	150	sample15	38	112	BB			26	0	test_escape	0.4	60	90	11	gene_test_64	X	female	15
gene_test_64	0.25	150	sample16	38	112	MM	0.9	0.01	26	0	test_escape	0.5	75	75	13	gene_test_64	X	female	13
gene_test_64	0.25	150	sample17	38	112	MM	0.9	0.01	26	0	test_escape	0.5	75	75	15	gene_test_64	X	female	11
gene_test_64	0.25	150	sample18	38	112	MM	0.9	0.01	26	0	test_escape	0.4	60	90	10	gene_test_64	X	female	16
gene_test_64	0.25	150	sample19	38	112	BB			26	0	test_escape	0.4	60	90	10	gene_test_64	X	female	16
gene_test_64	0.25	150	sample20	38	112	BB			26	0	test_escape	0.5	75	75	13	gene_test_64	X	female	13
gene_test_64	0.1	500	sample21	50.8	449.2	BB			26	0	test_escape	0.4	200	300	9	gene_test_64	X	female	17
gene_test_64	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.4	200	300	11	gene_test_64	X	female	15
gene_test_64	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.5	250	250	14	gene_test_64	X	female	12
gene_test_64	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.5	250	250	9	gene_test_64	X	female	17
gene_test_64	0.1	500	sample25	50.8	449.2	BB			26	0	test_escape	0.4	200	300	11	gene_test_64	X	female	15
gene_test_64	0.1	500	sample26	50.8	449.2	BB			26	0	test_escape	0.5	250	250	13	gene_test_64	X	female	13
gene_test_64	0.1	500	sample27	50.8	449.2	BB			26	0	test_escape	0.4	200	300	13	gene_test_64	X	female	13
gene_test_64	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.5	250	250	11	gene_test_64	X	female	15
gene_test_64	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.5	250	250	6	gene_test_64	X	female	20
gene_test_64	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	26	0	test_escape	0.4	200	300	15	gene_test_64	X	female	11
gene_test_64	0.25	500	sample31	125.5	374.5	BB			26	0	test_escape	0.4	200	300	14	gene_test_64	X	female	12
gene_test_64	0.25	500	sample32	125.5	374.5	BB			26	0	test_escape	0.5	250	250	14	gene_test_64	X	female	12
gene_test_64	0.25	500	sample33	125.5	374.5	BB			26	0	test_escape	0.4	200	300	8	gene_test_64	X	female	18
gene_test_64	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	26	0	test_escape	0.5	250	250	14	gene_test_64	X	female	12
gene_test_64	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	26	0	test_escape	0.4	200	300	7	gene_test_64	X	female	19
gene_test_64	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	26	0	test_escape	0.5	250	250	14	gene_test_64	X	female	12
gene_test_64	0.25	500	sample37	125.5	374.5	BB			26	0	test_escape	0.4	200	300	12	gene_test_64	X	female	14
gene_test_64	0.25	500	sample38	125.5	374.5	BB			26	0	test_escape	0.5	250	250	9	gene_test_64	X	female	17
gene_test_64	0.25	500	sample39	125.5	374.5	BB			26	0	test_escape	0.5	250	250	10	gene_test_64	X	female	16
gene_test_64	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	26	0	test_escape	0.5	250	250	12	gene_test_64	X	female	14
gene_test_65	0.1	150	sample1	15.8	134.2	BB			49	0	test_escape	0.5	75	75	24	gene_test_65	X	female	25
gene_test_65	0.1	150	sample2	15.8	134.2	BB			49	0	test_escape	0.4	60	90	23	gene_test_65	X	female	26
gene_test_65	0.1	150	sample3	15.8	134.2	BB			49	0	test_escape	0.5	75	75	21	gene_test_65	X	female	28
gene_test_65	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	49	0	test_escape	0.4	60	90	19	gene_test_65	X	female	30
gene_test_65	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	49	0	test_escape	0.4	60	90	24	gene_test_65	X	female	25
gene_test_65	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	49	0	test_escape	0.5	75	75	19	gene_test_65	X	female	30
gene_test_65	0.1	150	sample7	15.8	134.2	BB			49	0	test_escape	0.4	60	90	17	gene_test_65	X	female	32
gene_test_65	0.1	150	sample8	15.8	134.2	BB			49	0	test_escape	0.5	75	75	25	gene_test_65	X	female	24
gene_test_65	0.1	150	sample9	15.8	134.2	BB			49	0	test_escape	0.5	75	75	34	gene_test_65	X	female	15
gene_test_65	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	49	0	test_escape	0.5	75	75	24	gene_test_65	X	female	25
gene_test_65	0.25	150	sample11	38	112	MM	0.9	0.01	49	0	test_escape	0.4	60	90	21	gene_test_65	X	female	28
gene_test_65	0.25	150	sample12	38	112	MM	0.9	0.01	49	0	test_escape	0.4	60	90	18	gene_test_65	X	female	31
gene_test_65	0.25	150	sample13	38	112	BB			49	0	test_escape	0.5	75	75	21	gene_test_65	X	female	28
gene_test_65	0.25	150	sample14	38	112	BB			49	0	test_escape	0.5	75	75	22	gene_test_65	X	female	27
gene_test_65	0.25	150	sample15	38	112	BB			49	0	test_escape	0.4	60	90	24	gene_test_65	X	female	25
gene_test_65	0.25	150	sample16	38	112	MM	0.9	0.01	49	0	test_escape	0.5	75	75	22	gene_test_65	X	female	27
gene_test_65	0.25	150	sample17	38	112	MM	0.9	0.01	49	0	test_escape	0.4	60	90	24	gene_test_65	X	female	25
gene_test_65	0.25	150	sample18	38	112	MM	0.9	0.01	49	0	test_escape	0.4	60	90	18	gene_test_65	X	female	31
gene_test_65	0.25	150	sample19	38	112	BB			49	0	test_escape	0.5	75	75	29	gene_test_65	X	female	20
gene_test_65	0.25	150	sample20	38	112	BB			49	0	test_escape	0.4	60	90	22	gene_test_65	X	female	27
gene_test_65	0.1	500	sample21	50.8	449.2	BB			49	0	test_escape	0.5	250	250	27	gene_test_65	X	female	22
gene_test_65	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	26	gene_test_65	X	female	23
gene_test_65	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	22	gene_test_65	X	female	27
gene_test_65	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	20	gene_test_65	X	female	29
gene_test_65	0.1	500	sample25	50.8	449.2	BB			49	0	test_escape	0.4	200	300	26	gene_test_65	X	female	23
gene_test_65	0.1	500	sample26	50.8	449.2	BB			49	0	test_escape	0.4	200	300	18	gene_test_65	X	female	31
gene_test_65	0.1	500	sample27	50.8	449.2	BB			49	0	test_escape	0.5	250	250	19	gene_test_65	X	female	30
gene_test_65	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	28	gene_test_65	X	female	21
gene_test_65	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	23	gene_test_65	X	female	26
gene_test_65	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	49	0	test_escape	0.5	250	250	24	gene_test_65	X	female	25
gene_test_65	0.25	500	sample31	125.5	374.5	BB			49	0	test_escape	0.4	200	300	26	gene_test_65	X	female	23
gene_test_65	0.25	500	sample32	125.5	374.5	BB			49	0	test_escape	0.5	250	250	20	gene_test_65	X	female	29
gene_test_65	0.25	500	sample33	125.5	374.5	BB			49	0	test_escape	0.5	250	250	32	gene_test_65	X	female	17
gene_test_65	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	49	0	test_escape	0.5	250	250	31	gene_test_65	X	female	18
gene_test_65	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	49	0	test_escape	0.4	200	300	9	gene_test_65	X	female	40
gene_test_65	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	49	0	test_escape	0.5	250	250	26	gene_test_65	X	female	23
gene_test_65	0.25	500	sample37	125.5	374.5	BB			49	0	test_escape	0.5	250	250	23	gene_test_65	X	female	26
gene_test_65	0.25	500	sample38	125.5	374.5	BB			49	0	test_escape	0.4	200	300	18	gene_test_65	X	female	31
gene_test_65	0.25	500	sample39	125.5	374.5	BB			49	0	test_escape	0.5	250	250	28	gene_test_65	X	female	21
gene_test_65	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	49	0	test_escape	0.5	250	250	30	gene_test_65	X	female	19
gene_test_66	0.1	150	sample1	15.8	134.2	BB			48	0	test_subject				4	gene_test_66	X	female	44
gene_test_66	0.1	150	sample2	15.8	134.2	BB			48	0	test_subject				5	gene_test_66	X	female	43
gene_test_66	0.1	150	sample3	15.8	134.2	BB			48	0	test_subject				3	gene_test_66	X	female	45
gene_test_66	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	48	0	test_subject				8	gene_test_66	X	female	40
gene_test_66	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	48	0	test_subject				4	gene_test_66	X	female	44
gene_test_66	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	48	0	test_subject				6	gene_test_66	X	female	42
gene_test_66	0.1	150	sample7	15.8	134.2	BB			48	0	test_subject				5	gene_test_66	X	female	43
gene_test_66	0.1	150	sample8	15.8	134.2	BB			48	0	test_subject				5	gene_test_66	X	female	43
gene_test_66	0.1	150	sample9	15.8	134.2	BB			48	0	test_subject				4	gene_test_66	X	female	44
gene_test_66	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	48	0	test_subject				7	gene_test_66	X	female	41
gene_test_66	0.25	150	sample11	38	112	MM	0.9	0.01	48	0	test_subject				9	gene_test_66	X	female	39
gene_test_66	0.25	150	sample12	38	112	MM	0.9	0.01	48	0	test_subject				8	gene_test_66	X	female	40
gene_test_66	0.25	150	sample13	38	112	BB			48	0	test_subject				10	gene_test_66	X	female	38
gene_test_66	0.25	150	sample14	38	112	BB			48	0	test_subject				12	gene_test_66	X	female	36
gene_test_66	0.25	150	sample15	38	112	BB			48	0	test_subject				14	gene_test_66	X	female	34
gene_test_66	0.25	150	sample16	38	112	MM	0.9	0.01	48	0	test_subject				14	gene_test_66	X	female	34
gene_test_66	0.25	150	sample17	38	112	MM	0.9	0.01	48	0	test_subject				10	gene_test_66	X	female	38
gene_test_66	0.25	150	sample18	38	112	MM	0.9	0.01	48	0	test_subject				12	gene_test_66	X	female	36
gene_test_66	0.25	150	sample19	38	112	BB			48	0	test_subject				9	gene_test_66	X	female	39
gene_test_66	0.25	150	sample20	38	112	BB			48	0	test_subject				12	gene_test_66	X	female	36
gene_test_66	0.1	500	sample21	50.8	449.2	BB			48	0	test_subject				5	gene_test_66	X	female	43
gene_test_66	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	48	0	test_subject				6	gene_test_66	X	female	42
gene_test_66	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	48	0	test_subject				6	gene_test_66	X	female	42
gene_test_66	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	48	0	test_subject				4	gene_test_66	X	female	44
gene_test_66	0.1	500	sample25	50.8	449.2	BB			48	0	test_subject				14	gene_test_66	X	female	34
gene_test_66	0.1	500	sample26	50.8	449.2	BB			48	0	test_subject				6	gene_test_66	X	female	42
gene_test_66	0.1	500	sample27	50.8	449.2	BB			48	0	test_subject				3	gene_test_66	X	female	45
gene_test_66	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	48	0	test_subject				8	gene_test_66	X	female	40
gene_test_66	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	48	0	test_subject				6	gene_test_66	X	female	42
gene_test_66	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	48	0	test_subject				3	gene_test_66	X	female	45
gene_test_66	0.25	500	sample31	125.5	374.5	BB			48	0	test_subject				13	gene_test_66	X	female	35
gene_test_66	0.25	500	sample32	125.5	374.5	BB			48	0	test_subject				11	gene_test_66	X	female	37
gene_test_66	0.25	500	sample33	125.5	374.5	BB			48	0	test_subject				10	gene_test_66	X	female	38
gene_test_66	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	48	0	test_subject				18	gene_test_66	X	female	30
gene_test_66	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	48	0	test_subject				11	gene_test_66	X	female	37
gene_test_66	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	48	0	test_subject				13	gene_test_66	X	female	35
gene_test_66	0.25	500	sample37	125.5	374.5	BB			48	0	test_subject				11	gene_test_66	X	female	37
gene_test_66	0.25	500	sample38	125.5	374.5	BB			48	0	test_subject				14	gene_test_66	X	female	34
gene_test_66	0.25	500	sample39	125.5	374.5	BB			48	0	test_subject				13	gene_test_66	X	female	35
gene_test_66	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	48	0	test_subject				11	gene_test_66	X	female	37
gene_test_67	0.1	150	sample1	15.8	134.2	BB			54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.1	150	sample2	15.8	134.2	BB			54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.1	150	sample3	15.8	134.2	BB			54	0	test_subject				4	gene_test_67	X	female	50
gene_test_67	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	54	0	test_subject				8	gene_test_67	X	female	46
gene_test_67	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	54	0	test_subject				11	gene_test_67	X	female	43
gene_test_67	0.1	150	sample7	15.8	134.2	BB			54	0	test_subject				4	gene_test_67	X	female	50
gene_test_67	0.1	150	sample8	15.8	134.2	BB			54	0	test_subject				7	gene_test_67	X	female	47
gene_test_67	0.1	150	sample9	15.8	134.2	BB			54	0	test_subject				4	gene_test_67	X	female	50
gene_test_67	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.25	150	sample11	38	112	MM	0.9	0.01	54	0	test_subject				10	gene_test_67	X	female	44
gene_test_67	0.25	150	sample12	38	112	MM	0.9	0.01	54	0	test_subject				8	gene_test_67	X	female	46
gene_test_67	0.25	150	sample13	38	112	BB			54	0	test_subject				14	gene_test_67	X	female	40
gene_test_67	0.25	150	sample14	38	112	BB			54	0	test_subject				13	gene_test_67	X	female	41
gene_test_67	0.25	150	sample15	38	112	BB			54	0	test_subject				15	gene_test_67	X	female	39
gene_test_67	0.25	150	sample16	38	112	MM	0.9	0.01	54	0	test_subject				13	gene_test_67	X	female	41
gene_test_67	0.25	150	sample17	38	112	MM	0.9	0.01	54	0	test_subject				15	gene_test_67	X	female	39
gene_test_67	0.25	150	sample18	38	112	MM	0.9	0.01	54	0	test_subject				19	gene_test_67	X	female	35
gene_test_67	0.25	150	sample19	38	112	BB			54	0	test_subject				14	gene_test_67	X	female	40
gene_test_67	0.25	150	sample20	38	112	BB			54	0	test_subject				11	gene_test_67	X	female	43
gene_test_67	0.1	500	sample21	50.8	449.2	BB			54	0	test_subject				4	gene_test_67	X	female	50
gene_test_67	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	54	0	test_subject				6	gene_test_67	X	female	48
gene_test_67	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	54	0	test_subject				2	gene_test_67	X	female	52
gene_test_67	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	54	0	test_subject				2	gene_test_67	X	female	52
gene_test_67	0.1	500	sample25	50.8	449.2	BB			54	0	test_subject				9	gene_test_67	X	female	45
gene_test_67	0.1	500	sample26	50.8	449.2	BB			54	0	test_subject				2	gene_test_67	X	female	52
gene_test_67	0.1	500	sample27	50.8	449.2	BB			54	0	test_subject				12	gene_test_67	X	female	42
gene_test_67	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	54	0	test_subject				5	gene_test_67	X	female	49
gene_test_67	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	54	0	test_subject				3	gene_test_67	X	female	51
gene_test_67	0.25	500	sample31	125.5	374.5	BB			54	0	test_subject				16	gene_test_67	X	female	38
gene_test_67	0.25	500	sample32	125.5	374.5	BB			54	0	test_subject				11	gene_test_67	X	female	43
gene_test_67	0.25	500	sample33	125.5	374.5	BB			54	0	test_subject				10	gene_test_67	X	female	44
gene_test_67	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	54	0	test_subject				11	gene_test_67	X	female	43
gene_test_67	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	54	0	test_subject				15	gene_test_67	X	female	39
gene_test_67	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	54	0	test_subject				13	gene_test_67	X	female	41
gene_test_67	0.25	500	sample37	125.5	374.5	BB			54	0	test_subject				12	gene_test_67	X	female	42
gene_test_67	0.25	500	sample38	125.5	374.5	BB			54	0	test_subject				15	gene_test_67	X	female	39
gene_test_67	0.25	500	sample39	125.5	374.5	BB			54	0	test_subject				6	gene_test_67	X	female	48
gene_test_67	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	54	0	test_subject				13	gene_test_67	X	female	41
gene_test_68	0.1	150	sample1	15.8	134.2	BB			175	0	test_subject				16	gene_test_68	X	female	159
gene_test_68	0.1	150	sample2	15.8	134.2	BB			175	0	test_subject				15	gene_test_68	X	female	160
gene_test_68	0.1	150	sample3	15.8	134.2	BB			175	0	test_subject				15	gene_test_68	X	female	160
gene_test_68	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	175	0	test_subject				21	gene_test_68	X	female	154
gene_test_68	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	175	0	test_subject				14	gene_test_68	X	female	161
gene_test_68	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	175	0	test_subject				23	gene_test_68	X	female	152
gene_test_68	0.1	150	sample7	15.8	134.2	BB			175	0	test_subject				15	gene_test_68	X	female	160
gene_test_68	0.1	150	sample8	15.8	134.2	BB			175	0	test_subject				18	gene_test_68	X	female	157
gene_test_68	0.1	150	sample9	15.8	134.2	BB			175	0	test_subject				27	gene_test_68	X	female	148
gene_test_68	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	175	0	test_subject				15	gene_test_68	X	female	160
gene_test_68	0.25	150	sample11	38	112	MM	0.9	0.01	175	0	test_subject				56	gene_test_68	X	female	119
gene_test_68	0.25	150	sample12	38	112	MM	0.9	0.01	175	0	test_subject				41	gene_test_68	X	female	134
gene_test_68	0.25	150	sample13	38	112	BB			175	0	test_subject				51	gene_test_68	X	female	124
gene_test_68	0.25	150	sample14	38	112	BB			175	0	test_subject				55	gene_test_68	X	female	120
gene_test_68	0.25	150	sample15	38	112	BB			175	0	test_subject				29	gene_test_68	X	female	146
gene_test_68	0.25	150	sample16	38	112	MM	0.9	0.01	175	0	test_subject				39	gene_test_68	X	female	136
gene_test_68	0.25	150	sample17	38	112	MM	0.9	0.01	175	0	test_subject				42	gene_test_68	X	female	133
gene_test_68	0.25	150	sample18	38	112	MM	0.9	0.01	175	0	test_subject				42	gene_test_68	X	female	133
gene_test_68	0.25	150	sample19	38	112	BB			175	0	test_subject				43	gene_test_68	X	female	132
gene_test_68	0.25	150	sample20	38	112	BB			175	0	test_subject				42	gene_test_68	X	female	133
gene_test_68	0.1	500	sample21	50.8	449.2	BB			175	0	test_subject				11	gene_test_68	X	female	164
gene_test_68	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	175	0	test_subject				17	gene_test_68	X	female	158
gene_test_68	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	175	0	test_subject				13	gene_test_68	X	female	162
gene_test_68	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	175	0	test_subject				20	gene_test_68	X	female	155
gene_test_68	0.1	500	sample25	50.8	449.2	BB			175	0	test_subject				13	gene_test_68	X	female	162
gene_test_68	0.1	500	sample26	50.8	449.2	BB			175	0	test_subject				12	gene_test_68	X	female	163
gene_test_68	0.1	500	sample27	50.8	449.2	BB			175	0	test_subject				10	gene_test_68	X	female	165
gene_test_68	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	175	0	test_subject				16	gene_test_68	X	female	159
gene_test_68	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	175	0	test_subject				23	gene_test_68	X	female	152
gene_test_68	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	175	0	test_subject				28	gene_test_68	X	female	147
gene_test_68	0.25	500	sample31	125.5	374.5	BB			175	0	test_subject				30	gene_test_68	X	female	145
gene_test_68	0.25	500	sample32	125.5	374.5	BB			175	0	test_subject				34	gene_test_68	X	female	141
gene_test_68	0.25	500	sample33	125.5	374.5	BB			175	0	test_subject				45	gene_test_68	X	female	130
gene_test_68	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	175	0	test_subject				58	gene_test_68	X	female	117
gene_test_68	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	175	0	test_subject				41	gene_test_68	X	female	134
gene_test_68	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	175	0	test_subject				39	gene_test_68	X	female	136
gene_test_68	0.25	500	sample37	125.5	374.5	BB			175	0	test_subject				64	gene_test_68	X	female	111
gene_test_68	0.25	500	sample38	125.5	374.5	BB			175	0	test_subject				38	gene_test_68	X	female	137
gene_test_68	0.25	500	sample39	125.5	374.5	BB			175	0	test_subject				41	gene_test_68	X	female	134
gene_test_68	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	175	0	test_subject				47	gene_test_68	X	female	128
gene_test_69	0.1	150	sample1	15.8	134.2	BB			120	0	test_escape	0.5	75	75	62	gene_test_69	X	female	58
gene_test_69	0.1	150	sample2	15.8	134.2	BB			120	0	test_escape	0.4	60	90	53	gene_test_69	X	female	67
gene_test_69	0.1	150	sample3	15.8	134.2	BB			120	0	test_escape	0.4	60	90	57	gene_test_69	X	female	63
gene_test_69	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	120	0	test_escape	0.4	60	90	69	gene_test_69	X	female	51
gene_test_69	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	120	0	test_escape	0.5	75	75	60	gene_test_69	X	female	60
gene_test_69	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	120	0	test_escape	0.4	60	90	58	gene_test_69	X	female	62
gene_test_69	0.1	150	sample7	15.8	134.2	BB			120	0	test_escape	0.4	60	90	38	gene_test_69	X	female	82
gene_test_69	0.1	150	sample8	15.8	134.2	BB			120	0	test_escape	0.5	75	75	58	gene_test_69	X	female	62
gene_test_69	0.1	150	sample9	15.8	134.2	BB			120	0	test_escape	0.4	60	90	38	gene_test_69	X	female	82
gene_test_69	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	120	0	test_escape	0.4	60	90	49	gene_test_69	X	female	71
gene_test_69	0.25	150	sample11	38	112	MM	0.9	0.01	120	0	test_escape	0.5	75	75	64	gene_test_69	X	female	56
gene_test_69	0.25	150	sample12	38	112	MM	0.9	0.01	120	0	test_escape	0.5	75	75	62	gene_test_69	X	female	58
gene_test_69	0.25	150	sample13	38	112	BB			120	0	test_escape	0.4	60	90	44	gene_test_69	X	female	76
gene_test_69	0.25	150	sample14	38	112	BB			120	0	test_escape	0.5	75	75	56	gene_test_69	X	female	64
gene_test_69	0.25	150	sample15	38	112	BB			120	0	test_escape	0.4	60	90	45	gene_test_69	X	female	75
