sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample39	female	X	gene_test_78	test_subject	73	177	250
sample40	female	X	gene_test_78	test_subject	61	189	250
sample1	female	X	gene_test_79	test_escape	19	35	54
sample2	female	X	gene_test_79	test_escape	22	32	54
sample3	female	X	gene_test_79	test_escape	28	26	54
sample4	female	X	gene_test_79	test_escape	31	23	54
sample5	female	X	gene_test_79	test_escape	20	34	54
sample6	female	X	gene_test_79	test_escape	21	33	54
sample7	female	X	gene_test_79	test_escape	33	21	54
sample8	female	X	gene_test_79	test_escape	27	27	54
sample9	female	X	gene_test_79	test_escape	21	33	54
sample10	female	X	gene_test_79	test_escape	25	29	54
sample11	female	X	gene_test_79	test_escape	39	15	54
sample12	female	X	gene_test_79	test_escape	30	24	54
sample13	female	X	gene_test_79	test_escape	20	34	54
sample14	female	X	gene_test_79	test_escape	21	33	54
sample15	female	X	gene_test_79	test_escape	28	26	54
sample16	female	X	gene_test_79	test_escape	25	29	54
sample17	female	X	gene_test_79	test_escape	18	36	54
sample18	female	X	gene_test_79	test_escape	23	31	54
sample19	female	X	gene_test_79	test_escape	23	31	54
sample20	female	X	gene_test_79	test_escape	23	31	54
sample21	female	X	gene_test_79	test_escape	22	32	54
sample22	female	X	gene_test_79	test_escape	34	20	54
sample23	female	X	gene_test_79	test_escape	33	21	54
sample24	female	X	gene_test_79	test_escape	24	30	54
sample25	female	X	gene_test_79	test_escape	17	37	54
sample26	female	X	gene_test_79	test_escape	21	33	54
sample27	female	X	gene_test_79	test_escape	22	32	54
sample28	female	X	gene_test_79	test_escape	29	25	54
sample29	female	X	gene_test_79	test_escape	27	27	54
sample30	female	X	gene_test_79	test_escape	26	28	54
sample31	female	X	gene_test_79	test_escape	31	23	54
sample32	female	X	gene_test_79	test_escape	23	31	54
sample33	female	X	gene_test_79	test_escape	23	31	54
sample34	female	X	gene_test_79	test_escape	16	38	54
sample35	female	X	gene_test_79	test_escape	26	28	54
sample36	female	X	gene_test_79	test_escape	16	38	54
sample37	female	X	gene_test_79	test_escape	24	30	54
sample38	female	X	gene_test_79	test_escape	22	32	54
sample39	female	X	gene_test_79	test_escape	19	35	54
sample40	female	X	gene_test_79	test_escape	34	20	54
sample1	female	X	gene_test_80	test_escape	47	68	115
sample2	female	X	gene_test_80	test_escape	53	62	115
sample3	female	X	gene_test_80	test_escape	38	77	115
sample4	female	X	gene_test_80	test_escape	49	66	115
sample5	female	X	gene_test_80	test_escape	54	61	115
sample6	female	X	gene_test_80	test_escape	44	71	115
sample7	female	X	gene_test_80	test_escape	67	48	115
sample8	female	X	gene_test_80	test_escape	56	59	115
sample9	female	X	gene_test_80	test_escape	49	66	115
sample10	female	X	gene_test_80	test_escape	40	75	115
sample11	female	X	gene_test_80	test_escape	63	52	115
sample12	female	X	gene_test_80	test_escape	44	71	115
sample13	female	X	gene_test_80	test_escape	63	52	115
sample14	female	X	gene_test_80	test_escape	46	69	115
sample15	female	X	gene_test_80	test_escape	59	56	115
sample16	female	X	gene_test_80	test_escape	42	73	115
sample17	female	X	gene_test_80	test_escape	44	71	115
sample18	female	X	gene_test_80	test_escape	53	62	115
sample19	female	X	gene_test_80	test_escape	57	58	115
sample20	female	X	gene_test_80	test_escape	50	65	115
sample21	female	X	gene_test_80	test_escape	71	44	115
sample22	female	X	gene_test_80	test_escape	46	69	115
sample23	female	X	gene_test_80	test_escape	53	62	115
sample24	female	X	gene_test_80	test_escape	43	72	115
sample25	female	X	gene_test_80	test_escape	57	58	115
sample26	female	X	gene_test_80	test_escape	48	67	115
sample27	female	X	gene_test_80	test_escape	49	66	115
sample28	female	X	gene_test_80	test_escape	65	50	115
sample29	female	X	gene_test_80	test_escape	52	63	115
sample30	female	X	gene_test_80	test_escape	49	66	115
sample31	female	X	gene_test_80	test_escape	53	62	115
sample32	female	X	gene_test_80	test_escape	38	77	115
sample33	female	X	gene_test_80	test_escape	42	73	115
sample34	female	X	gene_test_80	test_escape	49	66	115
sample35	female	X	gene_test_80	test_escape	50	65	115
sample36	female	X	gene_test_80	test_escape	28	87	115
sample37	female	X	gene_test_80	test_escape	60	55	115
sample38	female	X	gene_test_80	test_escape	52	63	115
sample39	female	X	gene_test_80	test_escape	60	55	115
sample40	female	X	gene_test_80	test_escape	60	55	115
sample1	female	X	gene_test_81	test_subject	8	67	75
sample2	female	X	gene_test_81	test_subject	8	67	75
sample3	female	X	gene_test_81	test_subject	12	63	75
sample4	female	X	gene_test_81	test_subject	6	69	75
sample5	female	X	gene_test_81	test_subject	7	68	75
sample6	female	X	gene_test_81	test_subject	9	66	75
sample7	female	X	gene_test_81	test_subject	8	67	75
sample8	female	X	gene_test_81	test_subject	12	63	75
sample9	female	X	gene_test_81	test_subject	7	68	75
sample10	female	X	gene_test_81	test_subject	7	68	75
sample11	female	X	gene_test_81	test_subject	23	52	75
sample12	female	X	gene_test_81	test_subject	28	47	75
sample13	female	X	gene_test_81	test_subject	25	50	75
sample14	female	X	gene_test_81	test_subject	17	58	75
sample15	female	X	gene_test_81	test_subject	24	51	75
sample16	female	X	gene_test_81	test_subject	15	60	75
sample17	female	X	gene_test_81	test_subject	12	63	75
sample18	female	X	gene_test_81	test_subject	15	60	75
sample19	female	X	gene_test_81	test_subject	20	55	75
sample20	female	X	gene_test_81	test_subject	16	59	75
sample21	female	X	gene_test_81	test_subject	15	60	75
sample22	female	X	gene_test_81	test_subject	13	62	75
sample23	female	X	gene_test_81	test_subject	5	70	75
sample24	female	X	gene_test_81	test_subject	6	69	75
sample25	female	X	gene_test_81	test_subject	8	67	75
sample26	female	X	gene_test_81	test_subject	8	67	75
sample27	female	X	gene_test_81	test_subject	8	67	75
sample28	female	X	gene_test_81	test_subject	6	69	75
sample29	female	X	gene_test_81	test_subject	5	70	75
sample30	female	X	gene_test_81	test_subject	12	63	75
sample31	female	X	gene_test_81	test_subject	18	57	75
sample32	female	X	gene_test_81	test_subject	21	54	75
sample33	female	X	gene_test_81	test_subject	16	59	75
sample34	female	X	gene_test_81	test_subject	22	53	75
sample35	female	X	gene_test_81	test_subject	18	57	75
sample36	female	X	gene_test_81	test_subject	22	53	75
sample37	female	X	gene_test_81	test_subject	22	53	75
sample38	female	X	gene_test_81	test_subject	13	62	75
sample39	female	X	gene_test_81	test_subject	21	54	75
sample40	female	X	gene_test_81	test_subject	22	53	75
sample1	female	X	gene_test_82	test_escape	9	14	23
sample2	female	X	gene_test_82	test_escape	8	15	23
sample3	female	X	gene_test_82	test_escape	9	14	23
sample4	female	X	gene_test_82	test_escape	10	13	23
sample5	female	X	gene_test_82	test_escape	17	6	23
sample6	female	X	gene_test_82	test_escape	13	10	23
sample7	female	X	gene_test_82	test_escape	9	14	23
sample8	female	X	gene_test_82	test_escape	9	14	23
sample9	female	X	gene_test_82	test_escape	14	9	23
sample10	female	X	gene_test_82	test_escape	13	10	23
sample11	female	X	gene_test_82	test_escape	9	14	23
sample12	female	X	gene_test_82	test_escape	13	10	23
sample13	female	X	gene_test_82	test_escape	15	8	23
sample14	female	X	gene_test_82	test_escape	10	13	23
sample15	female	X	gene_test_82	test_escape	10	13	23
sample16	female	X	gene_test_82	test_escape	9	14	23
sample17	female	X	gene_test_82	test_escape	14	9	23
sample18	female	X	gene_test_82	test_escape	8	15	23
sample19	female	X	gene_test_82	test_escape	5	18	23
sample20	female	X	gene_test_82	test_escape	10	13	23
sample21	female	X	gene_test_82	test_escape	10	13	23
sample22	female	X	gene_test_82	test_escape	9	14	23
sample23	female	X	gene_test_82	test_escape	13	10	23
sample24	female	X	gene_test_82	test_escape	15	8	23
sample25	female	X	gene_test_82	test_escape	11	12	23
sample26	female	X	gene_test_82	test_escape	6	17	23
sample27	female	X	gene_test_82	test_escape	11	12	23
sample28	female	X	gene_test_82	test_escape	11	12	23
sample29	female	X	gene_test_82	test_escape	19	4	23
sample30	female	X	gene_test_82	test_escape	15	8	23
sample31	female	X	gene_test_82	test_escape	11	12	23
sample32	female	X	gene_test_82	test_escape	8	15	23
sample33	female	X	gene_test_82	test_escape	11	12	23
sample34	female	X	gene_test_82	test_escape	11	12	23
sample35	female	X	gene_test_82	test_escape	9	14	23
sample36	female	X	gene_test_82	test_escape	8	15	23
sample37	female	X	gene_test_82	test_escape	13	10	23
sample38	female	X	gene_test_82	test_escape	7	16	23
sample39	female	X	gene_test_82	test_escape	11	12	23
sample40	female	X	gene_test_82	test_escape	9	14	23
sample1	female	X	gene_test_84	test_escape	33	22	55
sample2	female	X	gene_test_84	test_escape	20	35	55
sample3	female	X	gene_test_84	test_escape	14	41	55
sample4	female	X	gene_test_84	test_escape	27	28	55
sample5	female	X	gene_test_84	test_escape	28	27	55
sample6	female	X	gene_test_84	test_escape	25	30	55
sample7	female	X	gene_test_84	test_escape	28	27	55
sample8	female	X	gene_test_84	test_escape	30	25	55
sample9	female	X	gene_test_84	test_escape	25	30	55
sample10	female	X	gene_test_84	test_escape	25	30	55
sample11	female	X	gene_test_84	test_escape	27	28	55
sample12	female	X	gene_test_84	test_escape	23	32	55
sample13	female	X	gene_test_84	test_escape	26	29	55
sample14	female	X	gene_test_84	test_escape	35	20	55
sample15	female	X	gene_test_84	test_escape	22	33	55
sample16	female	X	gene_test_84	test_escape	20	35	55
sample17	female	X	gene_test_84	test_escape	34	21	55
sample18	female	X	gene_test_84	test_escape	16	39	55
sample19	female	X	gene_test_84	test_escape	18	37	55
sample20	female	X	gene_test_84	test_escape	26	29	55
sample21	female	X	gene_test_84	test_escape	26	29	55
sample22	female	X	gene_test_84	test_escape	25	30	55
sample23	female	X	gene_test_84	test_escape	34	21	55
sample24	female	X	gene_test_84	test_escape	27	28	55
sample25	female	X	gene_test_84	test_escape	28	27	55
sample26	female	X	gene_test_84	test_escape	20	35	55
sample27	female	X	gene_test_84	test_escape	18	37	55
sample28	female	X	gene_test_84	test_escape	27	28	55
sample29	female	X	gene_test_84	test_escape	15	40	55
sample30	female	X	gene_test_84	test_escape	20	35	55
sample31	female	X	gene_test_84	test_escape	29	26	55
sample32	female	X	gene_test_84	test_escape	20	35	55
sample33	female	X	gene_test_84	test_escape	27	28	55
sample34	female	X	gene_test_84	test_escape	23	32	55
sample35	female	X	gene_test_84	test_escape	20	35	55
sample36	female	X	gene_test_84	test_escape	28	27	55
sample37	female	X	gene_test_84	test_escape	20	35	55
sample38	female	X	gene_test_84	test_escape	23	32	55
sample39	female	X	gene_test_84	test_escape	23	32	55
sample40	female	X	gene_test_84	test_escape	24	31	55
sample1	female	X	gene_test_85	test_escape	152	239	391
sample2	female	X	gene_test_85	test_escape	151	240	391
sample3	female	X	gene_test_85	test_escape	180	211	391
sample4	female	X	gene_test_85	test_escape	158	233	391
sample5	female	X	gene_test_85	test_escape	210	181	391
sample6	female	X	gene_test_85	test_escape	123	268	391
sample7	female	X	gene_test_85	test_escape	120	271	391
sample8	female	X	gene_test_85	test_escape	191	200	391
sample9	female	X	gene_test_85	test_escape	136	255	391
sample10	female	X	gene_test_85	test_escape	184	207	391
sample11	female	X	gene_test_85	test_escape	181	210	391
sample12	female	X	gene_test_85	test_escape	140	251	391
sample13	female	X	gene_test_85	test_escape	187	204	391
sample14	female	X	gene_test_85	test_escape	196	195	391
sample15	female	X	gene_test_85	test_escape	172	219	391
sample16	female	X	gene_test_85	test_escape	183	208	391
sample17	female	X	gene_test_85	test_escape	180	211	391
sample18	female	X	gene_test_85	test_escape	155	236	391
sample19	female	X	gene_test_85	test_escape	187	204	391
sample20	female	X	gene_test_85	test_escape	155	236	391
sample21	female	X	gene_test_85	test_escape	219	172	391
sample22	female	X	gene_test_85	test_escape	213	178	391
sample23	female	X	gene_test_85	test_escape	163	228	391
sample24	female	X	gene_test_85	test_escape	154	237	391
sample25	female	X	gene_test_85	test_escape	154	237	391
sample26	female	X	gene_test_85	test_escape	146	245	391
sample27	female	X	gene_test_85	test_escape	151	240	391
sample28	female	X	gene_test_85	test_escape	172	219	391
sample29	female	X	gene_test_85	test_escape	224	167	391
sample30	female	X	gene_test_85	test_escape	151	240	391
sample31	female	X	gene_test_85	test_escape	151	240	391
sample32	female	X	gene_test_85	test_escape	163	228	391
sample33	female	X	gene_test_85	test_escape	162	229	391
sample34	female	X	gene_test_85	test_escape	163	228	391
sample35	female	X	gene_test_85	test_escape	162	229	391
sample36	female	X	gene_test_85	test_escape	171	220	391
sample37	female	X	gene_test_85	test_escape	159	232	391
sample38	female	X	gene_test_85	test_escape	165	226	391
sample39	female	X	gene_test_85	test_escape	213	178	391
sample40	female	X	gene_test_85	test_escape	217	174	391
sample1	female	X	gene_test_86	test_escape	46	49	95
sample2	female	X	gene_test_86	test_escape	42	53	95
sample3	female	X	gene_test_86	test_escape	48	47	95
sample4	female	X	gene_test_86	test_escape	49	46	95
sample5	female	X	gene_test_86	test_escape	40	55	95
sample6	female	X	gene_test_86	test_escape	51	44	95
sample7	female	X	gene_test_86	test_escape	43	52	95
sample8	female	X	gene_test_86	test_escape	28	67	95
sample9	female	X	gene_test_86	test_escape	35	60	95
sample10	female	X	gene_test_86	test_escape	36	59	95
sample11	female	X	gene_test_86	test_escape	42	53	95
sample12	female	X	gene_test_86	test_escape	52	43	95
sample13	female	X	gene_test_86	test_escape	50	45	95
sample14	female	X	gene_test_86	test_escape	50	45	95
sample15	female	X	gene_test_86	test_escape	51	44	95
sample16	female	X	gene_test_86	test_escape	52	43	95
sample17	female	X	gene_test_86	test_escape	44	51	95
sample18	female	X	gene_test_86	test_escape	40	55	95
sample19	female	X	gene_test_86	test_escape	40	55	95
sample20	female	X	gene_test_86	test_escape	45	50	95
sample21	female	X	gene_test_86	test_escape	39	56	95
sample22	female	X	gene_test_86	test_escape	47	48	95
sample23	female	X	gene_test_86	test_escape	41	54	95
sample24	female	X	gene_test_86	test_escape	47	48	95
sample25	female	X	gene_test_86	test_escape	38	57	95
sample26	female	X	gene_test_86	test_escape	44	51	95
sample27	female	X	gene_test_86	test_escape	48	47	95
sample28	female	X	gene_test_86	test_escape	47	48	95
sample29	female	X	gene_test_86	test_escape	47	48	95
sample30	female	X	gene_test_86	test_escape	40	55	95
sample31	female	X	gene_test_86	test_escape	40	55	95
sample32	female	X	gene_test_86	test_escape	36	59	95
sample33	female	X	gene_test_86	test_escape	51	44	95
sample34	female	X	gene_test_86	test_escape	52	43	95
sample35	female	X	gene_test_86	test_escape	42	53	95
sample36	female	X	gene_test_86	test_escape	37	58	95
sample37	female	X	gene_test_86	test_escape	40	55	95
sample38	female	X	gene_test_86	test_escape	42	53	95
sample39	female	X	gene_test_86	test_escape	48	47	95
sample40	female	X	gene_test_86	test_escape	43	52	95
sample1	female	X	gene_test_89	test_escape	135	115	250
sample2	female	X	gene_test_89	test_escape	130	120	250
sample3	female	X	gene_test_89	test_escape	96	154	250
sample4	female	X	gene_test_89	test_escape	120	130	250
sample5	female	X	gene_test_89	test_escape	97	153	250
sample6	female	X	gene_test_89	test_escape	103	147	250
sample7	female	X	gene_test_89	test_escape	115	135	250
sample8	female	X	gene_test_89	test_escape	107	143	250
sample9	female	X	gene_test_89	test_escape	99	151	250
sample10	female	X	gene_test_89	test_escape	124	126	250
sample11	female	X	gene_test_89	test_escape	111	139	250
sample12	female	X	gene_test_89	test_escape	129	121	250
sample13	female	X	gene_test_89	test_escape	109	141	250
sample14	female	X	gene_test_89	test_escape	134	116	250
sample15	female	X	gene_test_89	test_escape	96	154	250
sample16	female	X	gene_test_89	test_escape	134	116	250
sample17	female	X	gene_test_89	test_escape	125	125	250
sample18	female	X	gene_test_89	test_escape	66	184	250
sample19	female	X	gene_test_89	test_escape	125	125	250
sample20	female	X	gene_test_89	test_escape	121	129	250
sample21	female	X	gene_test_89	test_escape	126	124	250
sample22	female	X	gene_test_89	test_escape	116	134	250
sample23	female	X	gene_test_89	test_escape	98	152	250
sample24	female	X	gene_test_89	test_escape	107	143	250
sample25	female	X	gene_test_89	test_escape	94	156	250
sample26	female	X	gene_test_89	test_escape	129	121	250
sample27	female	X	gene_test_89	test_escape	105	145	250
sample28	female	X	gene_test_89	test_escape	131	119	250
sample29	female	X	gene_test_89	test_escape	112	138	250
sample30	female	X	gene_test_89	test_escape	89	161	250
sample31	female	X	gene_test_89	test_escape	103	147	250
sample32	female	X	gene_test_89	test_escape	94	156	250
sample33	female	X	gene_test_89	test_escape	91	159	250
sample34	female	X	gene_test_89	test_escape	100	150	250
sample35	female	X	gene_test_89	test_escape	130	120	250
sample36	female	X	gene_test_89	test_escape	142	108	250
sample37	female	X	gene_test_89	test_escape	99	151	250
sample38	female	X	gene_test_89	test_escape	79	171	250
sample39	female	X	gene_test_89	test_escape	88	162	250
sample40	female	X	gene_test_89	test_escape	89	161	250
sample1	female	X	gene_test_9	test_escape	38	42	80
sample2	female	X	gene_test_9	test_escape	37	43	80
sample3	female	X	gene_test_9	test_escape	46	34	80
sample4	female	X	gene_test_9	test_escape	32	48	80
sample5	female	X	gene_test_9	test_escape	41	39	80
sample6	female	X	gene_test_9	test_escape	42	38	80
sample7	female	X	gene_test_9	test_escape	29	51	80
sample8	female	X	gene_test_9	test_escape	39	41	80
sample9	female	X	gene_test_9	test_escape	44	36	80
sample10	female	X	gene_test_9	test_escape	37	43	80
sample11	female	X	gene_test_9	test_escape	38	42	80
sample12	female	X	gene_test_9	test_escape	38	42	80
sample13	female	X	gene_test_9	test_escape	34	46	80
sample14	female	X	gene_test_9	test_escape	35	45	80
sample15	female	X	gene_test_9	test_escape	42	38	80
sample16	female	X	gene_test_9	test_escape	52	28	80
sample17	female	X	gene_test_9	test_escape	36	44	80
sample18	female	X	gene_test_9	test_escape	29	51	80
sample19	female	X	gene_test_9	test_escape	41	39	80
sample20	female	X	gene_test_9	test_escape	39	41	80
sample21	female	X	gene_test_9	test_escape	28	52	80
sample22	female	X	gene_test_9	test_escape	44	36	80
sample23	female	X	gene_test_9	test_escape	27	53	80
sample24	female	X	gene_test_9	test_escape	35	45	80
sample25	female	X	gene_test_9	test_escape	36	44	80
sample26	female	X	gene_test_9	test_escape	24	56	80
sample27	female	X	gene_test_9	test_escape	38	42	80
sample28	female	X	gene_test_9	test_escape	44	36	80
sample29	female	X	gene_test_9	test_escape	38	42	80
sample30	female	X	gene_test_9	test_escape	34	46	80
sample31	female	X	gene_test_9	test_escape	38	42	80
sample32	female	X	gene_test_9	test_escape	38	42	80
sample33	female	X	gene_test_9	test_escape	44	36	80
sample34	female	X	gene_test_9	test_escape	38	42	80
sample35	female	X	gene_test_9	test_escape	43	37	80
sample36	female	X	gene_test_9	test_escape	33	47	80
sample37	female	X	gene_test_9	test_escape	50	30	80
sample38	female	X	gene_test_9	test_escape	31	49	80
sample39	female	X	gene_test_9	test_escape	29	51	80
sample40	female	X	gene_test_9	test_escape	35	45	80
sample1	female	X	gene_test_90	test_subject	17	128	145
sample2	female	X	gene_test_90	test_subject	13	132	145
sample3	female	X	gene_test_90	test_subject	15	130	145
sample4	female	X	gene_test_90	test_subject	19	126	145
sample5	female	X	gene_test_90	test_subject	10	135	145
sample6	female	X	gene_test_90	test_subject	10	135	145
sample7	female	X	gene_test_90	test_subject	27	118	145
sample8	female	X	gene_test_90	test_subject	15	130	145
sample9	female	X	gene_test_90	test_subject	8	137	145
sample10	female	X	gene_test_90	test_subject	15	130	145
sample11	female	X	gene_test_90	test_subject	28	117	145
sample12	female	X	gene_test_90	test_subject	39	106	145
sample13	female	X	gene_test_90	test_subject	31	114	145
sample14	female	X	gene_test_90	test_subject	28	117	145
sample15	female	X	gene_test_90	test_subject	34	111	145
sample16	female	X	gene_test_90	test_subject	35	110	145
sample17	female	X	gene_test_90	test_subject	43	102	145
sample18	female	X	gene_test_90	test_subject	34	111	145
sample19	female	X	gene_test_90	test_subject	30	115	145
sample20	female	X	gene_test_90	test_subject	40	105	145
sample21	female	X	gene_test_90	test_subject	18	127	145
sample22	female	X	gene_test_90	test_subject	12	133	145
sample23	female	X	gene_test_90	test_subject	19	126	145
sample24	female	X	gene_test_90	test_subject	21	124	145
sample25	female	X	gene_test_90	test_subject	7	138	145
sample26	female	X	gene_test_90	test_subject	14	131	145
sample27	female	X	gene_test_90	test_subject	21	124	145
sample28	female	X	gene_test_90	test_subject	12	133	145
sample29	female	X	gene_test_90	test_subject	14	131	145
sample30	female	X	gene_test_90	test_subject	16	129	145
sample31	female	X	gene_test_90	test_subject	32	113	145
sample32	female	X	gene_test_90	test_subject	36	109	145
sample33	female	X	gene_test_90	test_subject	28	117	145
sample34	female	X	gene_test_90	test_subject	34	111	145
sample35	female	X	gene_test_90	test_subject	27	118	145
sample36	female	X	gene_test_90	test_subject	40	105	145
sample37	female	X	gene_test_90	test_subject	43	102	145
sample38	female	X	gene_test_90	test_subject	38	107	145
sample39	female	X	gene_test_90	test_subject	34	111	145
sample40	female	X	gene_test_90	test_subject	41	104	145
sample1	female	X	gene_test_91	test_subject	28	278	306
sample2	female	X	gene_test_91	test_subject	38	268	306
sample3	female	X	gene_test_91	test_subject	34	272	306
sample4	female	X	gene_test_91	test_subject	43	263	306
sample5	female	X	gene_test_91	test_subject	24	282	306
sample6	female	X	gene_test_91	test_subject	35	271	306
sample7	female	X	gene_test_91	test_subject	41	265	306
sample8	female	X	gene_test_91	test_subject	34	272	306
sample9	female	X	gene_test_91	test_subject	34	272	306
sample10	female	X	gene_test_91	test_subject	26	280	306
sample11	female	X	gene_test_91	test_subject	104	202	306
sample12	female	X	gene_test_91	test_subject	73	233	306
sample13	female	X	gene_test_91	test_subject	67	239	306
sample14	female	X	gene_test_91	test_subject	73	233	306
sample15	female	X	gene_test_91	test_subject	67	239	306
sample16	female	X	gene_test_91	test_subject	68	238	306
sample17	female	X	gene_test_91	test_subject	96	210	306
sample18	female	X	gene_test_91	test_subject	65	241	306
sample19	female	X	gene_test_91	test_subject	93	213	306
sample20	female	X	gene_test_91	test_subject	92	214	306
sample21	female	X	gene_test_91	test_subject	28	278	306
sample22	female	X	gene_test_91	test_subject	27	279	306
sample23	female	X	gene_test_91	test_subject	26	280	306
sample24	female	X	gene_test_91	test_subject	41	265	306
sample25	female	X	gene_test_91	test_subject	30	276	306
sample26	female	X	gene_test_91	test_subject	21	285	306
sample27	female	X	gene_test_91	test_subject	35	271	306
sample28	female	X	gene_test_91	test_subject	22	284	306
sample29	female	X	gene_test_91	test_subject	28	278	306
sample30	female	X	gene_test_91	test_subject	33	273	306
sample31	female	X	gene_test_91	test_subject	61	245	306
sample32	female	X	gene_test_91	test_subject	82	224	306
sample33	female	X	gene_test_91	test_subject	100	206	306
sample34	female	X	gene_test_91	test_subject	69	237	306
sample35	female	X	gene_test_91	test_subject	58	248	306
sample36	female	X	gene_test_91	test_subject	63	243	306
sample37	female	X	gene_test_91	test_subject	82	224	306
sample38	female	X	gene_test_91	test_subject	80	226	306
sample39	female	X	gene_test_91	test_subject	80	226	306
sample40	female	X	gene_test_91	test_subject	73	233	306
sample1	female	X	gene_test_92	test_subject	15	211	226
sample2	female	X	gene_test_92	test_subject	22	204	226
sample3	female	X	gene_test_92	test_subject	24	202	226
sample4	female	X	gene_test_92	test_subject	26	200	226
sample5	female	X	gene_test_92	test_subject	22	204	226
sample6	female	X	gene_test_92	test_subject	19	207	226
sample7	female	X	gene_test_92	test_subject	25	201	226
sample8	female	X	gene_test_92	test_subject	24	202	226
sample9	female	X	gene_test_92	test_subject	20	206	226
sample10	female	X	gene_test_92	test_subject	22	204	226
sample11	female	X	gene_test_92	test_subject	60	166	226
sample12	female	X	gene_test_92	test_subject	47	179	226
sample13	female	X	gene_test_92	test_subject	52	174	226
sample14	female	X	gene_test_92	test_subject	53	173	226
sample15	female	X	gene_test_92	test_subject	59	167	226
sample16	female	X	gene_test_92	test_subject	58	168	226
sample17	female	X	gene_test_92	test_subject	60	166	226
sample18	female	X	gene_test_92	test_subject	54	172	226
sample19	female	X	gene_test_92	test_subject	40	186	226
sample20	female	X	gene_test_92	test_subject	54	172	226
sample21	female	X	gene_test_92	test_subject	28	198	226
sample22	female	X	gene_test_92	test_subject	24	202	226
sample23	female	X	gene_test_92	test_subject	22	204	226
sample24	female	X	gene_test_92	test_subject	20	206	226
sample25	female	X	gene_test_92	test_subject	19	207	226
sample26	female	X	gene_test_92	test_subject	20	206	226
sample27	female	X	gene_test_92	test_subject	14	212	226
sample28	female	X	gene_test_92	test_subject	21	205	226
sample29	female	X	gene_test_92	test_subject	22	204	226
sample30	female	X	gene_test_92	test_subject	32	194	226
sample31	female	X	gene_test_92	test_subject	59	167	226
sample32	female	X	gene_test_92	test_subject	65	161	226
sample33	female	X	gene_test_92	test_subject	58	168	226
sample34	female	X	gene_test_92	test_subject	68	158	226
sample35	female	X	gene_test_92	test_subject	62	164	226
sample36	female	X	gene_test_92	test_subject	79	147	226
sample37	female	X	gene_test_92	test_subject	52	174	226
sample38	female	X	gene_test_92	test_subject	69	157	226
sample39	female	X	gene_test_92	test_subject	68	158	226
sample40	female	X	gene_test_92	test_subject	45	181	226
sample1	female	X	gene_test_95	test_subject	10	77	87
sample2	female	X	gene_test_95	test_subject	8	79	87
sample3	female	X	gene_test_95	test_subject	6	81	87
sample4	female	X	gene_test_95	test_subject	3	84	87
sample5	female	X	gene_test_95	test_subject	7	80	87
sample6	female	X	gene_test_95	test_subject	12	75	87
sample7	female	X	gene_test_95	test_subject	12	75	87
sample8	female	X	gene_test_95	test_subject	7	80	87
sample9	female	X	gene_test_95	test_subject	12	75	87
sample10	female	X	gene_test_95	test_subject	8	79	87
sample11	female	X	gene_test_95	test_subject	19	68	87
sample12	female	X	gene_test_95	test_subject	21	66	87
sample13	female	X	gene_test_95	test_subject	28	59	87
sample14	female	X	gene_test_95	test_subject	29	58	87
sample15	female	X	gene_test_95	test_subject	25	62	87
sample16	female	X	gene_test_95	test_subject	31	56	87
sample17	female	X	gene_test_95	test_subject	28	59	87
sample18	female	X	gene_test_95	test_subject	28	59	87
sample19	female	X	gene_test_95	test_subject	16	71	87
sample20	female	X	gene_test_95	test_subject	29	58	87
sample21	female	X	gene_test_95	test_subject	10	77	87
sample22	female	X	gene_test_95	test_subject	10	77	87
sample23	female	X	gene_test_95	test_subject	9	78	87
sample24	female	X	gene_test_95	test_subject	12	75	87
sample25	female	X	gene_test_95	test_subject	14	73	87
sample26	female	X	gene_test_95	test_subject	12	75	87
sample27	female	X	gene_test_95	test_subject	9	78	87
sample28	female	X	gene_test_95	test_subject	8	79	87
sample29	female	X	gene_test_95	test_subject	10	77	87
sample30	female	X	gene_test_95	test_subject	10	77	87
sample31	female	X	gene_test_95	test_subject	26	61	87
sample32	female	X	gene_test_95	test_subject	22	65	87
sample33	female	X	gene_test_95	test_subject	26	61	87
sample34	female	X	gene_test_95	test_subject	28	59	87
sample35	female	X	gene_test_95	test_subject	19	68	87
sample36	female	X	gene_test_95	test_subject	21	66	87
sample37	female	X	gene_test_95	test_subject	21	66	87
sample38	female	X	gene_test_95	test_subject	24	63	87
sample39	female	X	gene_test_95	test_subject	18	69	87
sample40	female	X	gene_test_95	test_subject	28	59	87
sample1	female	X	gene_test_96	test_subject	2	49	51
sample2	female	X	gene_test_96	test_subject	3	48	51
sample3	female	X	gene_test_96	test_subject	4	47	51
sample4	female	X	gene_test_96	test_subject	2	49	51
sample5	female	X	gene_test_96	test_subject	4	47	51
sample6	female	X	gene_test_96	test_subject	8	43	51
sample7	female	X	gene_test_96	test_subject	6	45	51
sample8	female	X	gene_test_96	test_subject	2	49	51
sample9	female	X	gene_test_96	test_subject	13	38	51
sample10	female	X	gene_test_96	test_subject	3	48	51
sample11	female	X	gene_test_96	test_subject	14	37	51
sample12	female	X	gene_test_96	test_subject	19	32	51
sample13	female	X	gene_test_96	test_subject	11	40	51
sample14	female	X	gene_test_96	test_subject	9	42	51
sample15	female	X	gene_test_96	test_subject	12	39	51
